Title,DLL Identifier,VIAF Source
"Olivieri, Alexander, 1872-1950",A3241,https://viaf.org/viaf/27243774
"Hannig, Franz, 1873-",A3200,https://viaf.org/viaf/88731952
"Hartman, J. J. (Jacobus Johannes), 1851-1924",A3210,https://viaf.org/viaf/79387545
"Holder, Alfred, 1840-1916",A3218,https://viaf.org/viaf/5044236
"Kirchhoff, Alfred, 1838-1907",A3196,https://viaf.org/viaf/62293953
"Philoponus, John, active 6th century",A3211,https://viaf.org/viaf/98118283
"Schubart, Johann Heinrich Christian, 1800-1885",A3197,https://viaf.org/viaf/77084869
"Seckel, Emil, 1864-1924",A3208,https://viaf.org/viaf/29623528
"Vermaat, Hendrik",A3216,https://viaf.org/viaf/241422955
"Larroumet, Gustave",A3227,https://viaf.org/viaf/54211088
"Schullian, Dorothy M. (Dorothy May), 1906-1989",A3212,https://viaf.org/viaf/66839521
"Funaioli, Gino, 1878-1958",A3209,https://viaf.org/viaf/113470092
"Stangl, Thomas, 1854-1921",A3247,https://viaf.org/viaf/76407130
"Helm, Rudolf, 1874-1964",A3231,https://viaf.org/viaf/306087406
"Mohr, Paul",A3263,https://viaf.org/viaf/265930694
"Alexander, of Lycopolis",A3245,https://viaf.org/viaf/16224266
"Brinkmann, August, 1863-1923",A3255,https://viaf.org/viaf/100175971
"Hippolytus, Antipope, approximately 170-235 or 236",A3243,https://viaf.org/viaf/88873163
"Wachtler, Hans",A3230,https://viaf.org/viaf/6409406
"Flemisch, Michael, 1873-",A3234,https://viaf.org/viaf/100515078
"Hultsch, Fridericus (Friedrich Otto), 1833-1906",A3226,https://viaf.org/viaf/7503418
"Koeberlin, Alfred",A3229,https://viaf.org/viaf/39049686
"Lang, Carl, 1841-",A3224,https://viaf.org/viaf/97986786
"Reichardt, Walther, 1869-",A3219,https://viaf.org/viaf/71901071
"Zilken, Franciscus, 1882-",A3225,https://viaf.org/viaf/6771151248004744270007
"Funaioli, Gino, 1878-1958",A3235,
"Leeuwen, J. van, Jr. (Jan van), 1850-1924",A3222,https://viaf.org/viaf/22904054
"Schwartz, Eduard, 1858-1940",A3220,https://viaf.org/viaf/21421
"Krüger, G. T. A. (Georg Theodor August), 1793-1873",A3217,https://viaf.org/viaf/64760804
"Nauck, C. W. (Carl Wilhelm), 1813-",A3236,https://viaf.org/viaf/79389548
"Wyttenbach, Daniel Albert, 1746-1820",A3223,https://viaf.org/viaf/44351611
"Godis, Petrus de",A3221,https://viaf.org/viaf/251088513
"Wohlrab, Martin, 1834-1913",A3228,https://viaf.org/viaf/57392713
"Bake, John, 1787-1864",A3254,https://viaf.org/viaf/47503521
"Beck, J. W. (Jan Wibertus)",A3258,https://viaf.org/viaf/190762254
"Dombart, Bernhard, 1832-1907",A3257,https://viaf.org/viaf/51760372
"Cabrera, Cristóbal, approximately 1515-1598",A3256,https://viaf.org/viaf/88852710
"Hamaker, H. A. (Hendrik Arent), 1789-1835",A3251,https://viaf.org/viaf/35288220
"Müller, Moritz, 1816-1895",A3239,https://viaf.org/viaf/52471414
"Franchi de' Cavalieri, Pius, 1869-1960",A3267,https://viaf.org/viaf/45060571
"Hilka, Alfons, 1877-1939",A3277,https://viaf.org/viaf/5692599
"Köchly, Hermann, 1815-1876",A3233,https://viaf.org/viaf/89126555
"Kramer, Otto, 1887-",A3265,https://viaf.org/viaf/171079905
"Preisendanz, Karl, 1883-1968",A3248,https://viaf.org/viaf/45050480
"Schonack, Wilhelm, 1885-",A3232,https://viaf.org/viaf/47137646
"Türk, Gustav, 1854-1914",A3240,https://viaf.org/viaf/88926022
"Wachsmuth, Curt, 1837-1905",A3246,https://viaf.org/viaf/5699589
"Ziegler, Konrat, 1884-1974",A3268,https://viaf.org/viaf/24666772
"Carter, Jesse Benedict, 1872-1917",A3244,https://viaf.org/viaf/17974672
"Foss, Heinrich Eduard, 1805-1875",A3266,https://viaf.org/viaf/24943742
"Fritzsche, Theodor, 1838-1903",A3274,https://viaf.org/viaf/89869067
"Gelzer, Heinrich, 1847-1906",A3242,https://viaf.org/viaf/37076336
"Noel, François, 1651-1729",A3284,https://viaf.org/viaf/49566217
"Linacre, Thomas, 1460-1524",A3290,https://viaf.org/viaf/59233331
"Sayer, Gregory, 1560-1602",A3285,https://viaf.org/viaf/18339445
"Kemble, John Mitchell, 1807-1857",A3296,https://viaf.org/viaf/70145857792823020047
"Boor, Carl de 1848-1923",A3282,https://viaf.org/viaf/71464063
"Borino, Giovanni Battista",A3292,https://viaf.org/viaf/51681379
"Lebreton, Maria Magdalena",A3286,https://viaf.org/viaf/88960438
"Ruysschaert, José",A3283,https://viaf.org/viaf/61559142
"Simbeck, Karl, 1882-1944",A3294,https://viaf.org/viaf/117148412
"Bach, Johann Nicolaus, 1802-1841",A3262,https://viaf.org/viaf/10587170
"Boll, Franz, 1867-1924",A3260,https://viaf.org/viaf/45049357
"Cebes, Of Thebes",A3250,https://viaf.org/viaf/289174639
"Thilo, Georg, 1831-1893",A3259,https://viaf.org/viaf/64781652
"Halm, Karl, 1809-1882",A3261,https://viaf.org/viaf/54273523
"Klotz, Reinhold, 1807-1870",A3252,https://viaf.org/viaf/32743082
"Meister, Ferdinand Otto, 1828-1915",A3273,https://viaf.org/viaf/29623748
"Skutsch, Franz, 1865-1912",A3264,https://viaf.org/viaf/66578351
"Struve, K. L. (Karl Ludwig), 1785-1838",A3271,https://viaf.org/viaf/13082881
"Daremberg, Charles, 1817-1872",A3253,https://viaf.org/viaf/84795155
"Graux, Charles Henri, 1852-1882",A3249,https://viaf.org/viaf/66552680
"Ridder, André de, 1868-1921",A3325,https://viaf.org/viaf/46892123
"Torre, Diego de la",A3318,https://viaf.org/viaf/99845389
"Morla, Pedro Augusto",A3307,https://viaf.org/viaf/170562598
"Billerbeck, Julius, 1772-1838",A3279,https://viaf.org/viaf/39906745
"Boudot, Jean, -1706",A3287,https://viaf.org/viaf/50575785
"Rondet, Laurent, 1617?-1692",A3326,https://viaf.org/viaf/100107754
"Facciolati, Jacobo, 1682-1769",A3295,https://viaf.org/viaf/39693486
"Logus, Georgius, 1484?-1553",A3281,https://viaf.org/viaf/100199045
"George, of Trebizond, 1396-1486",A3280,https://viaf.org/viaf/102317361
"Lambin, Denys, 1520 or 1521-1572",A3288,https://viaf.org/viaf/686145857938023020951
"Bruto, Giovanni Michele, approximately 1515-1594",A3327,https://viaf.org/viaf/121453593
"Jahnke, Richard, 1868-1933",A3289,https://viaf.org/viaf/5699320
"Ludwig, Ernst, 1845-1912",A3297,https://viaf.org/viaf/54922678
"Beck, Jan-Wilhelm",A3298,https://viaf.org/viaf/92155445
"Boer, Ae.",A3275,https://viaf.org/viaf/41913348
"Geel, Jacob, 1789-1862",A3272,https://viaf.org/viaf/46887546
"Ofenloch, Ernest, 1884-",A3269,https://viaf.org/viaf/99296
Homer,A3276,https://viaf.org/viaf/224924963
"Morawski, Kazimierz, 1852-1925",A3270,https://viaf.org/viaf/76747061
"Brandt, Samuel, 1848-",A3278,https://viaf.org/viaf/10596629
"Roberts, Charles, 1803-1897",A3302,https://viaf.org/viaf/34809081
"Vast, Henri, 1847-1921",A3311,https://viaf.org/viaf/36925503
"Latro, Marcus Porcius, 57 B.C.-4 B.C.",A3299,https://viaf.org/viaf/89776499
"Sander, Nicholas, 1530?-1581",A3308,https://viaf.org/viaf/51803213
"Bēssariōn, Cardinal, 1403-1472",A3305,https://viaf.org/viaf/90635912
"Rasario, Giovanni Battista, 1517-1578",A3303,https://viaf.org/viaf/22252411
"Byrom, John, 1692-1763",A3312,https://viaf.org/viaf/52488399
"Fejér, György, 1766-1851",A3300,https://viaf.org/viaf/54490711
"George, the Pisidian",A3306,https://viaf.org/viaf/299733152
"Gronovius, Jacobus, 1645-1716",A3314,https://viaf.org/viaf/51743811
"Landgraf, Gustav, 1857-1932",A3304,https://viaf.org/viaf/3228389
"Laurent, M.-H. (Marie-Hyacinthe), 1906-1968",A3313,https://viaf.org/viaf/72607875
"Nogara, Bartolomeo, 1868-1954",A3301,https://viaf.org/viaf/54156128
"Pelzer, Auguste, 1876-1958",A3310,https://viaf.org/viaf/2513171
"Fleckeisen, Alfred, 1820-1899",A3291,https://viaf.org/viaf/3226480
"Ziegler, Hermann Rudolf, 1851-",A3293,https://viaf.org/viaf/26761611
"Rubeis, Bernardo Maria de, 1687-1775",A3340,https://viaf.org/viaf/61697255
"Hurtado de Mendoza, Pedro, 1578-1651",A3364,https://viaf.org/viaf/42897949
"Hamman, A.-G. (Adalbert-G.), 1910-2000",A3346,https://viaf.org/viaf/19678605
"Allen, Helen Mary, 1878-1960",A3323,https://viaf.org/viaf/10022378
"Gercke, Alfred, 1860-1922",A3343,https://viaf.org/viaf/39467089
"Lindenbrog, Erpold, 1540-1616",A3341,https://viaf.org/viaf/12597135
"Lindsay, W. M. (Wallace Martin), 1858-1937",A3365,https://viaf.org/viaf/44378479
"Klose, Samuel Benjamin, 1730-1798",A3347,https://viaf.org/viaf/69719658
"Czinár, Mór Pál, 1787-1875",A3324,https://viaf.org/viaf/121451618
"Zipper, Gottfried",A3344,https://viaf.org/viaf/77498442
"Viñals Torrero, Francisco, 1863-1934",A3342,https://viaf.org/viaf/201146094140300330384
"González Téllez, Manuel, -1649",A3366,https://viaf.org/viaf/88993552
"Mantuani, Josef, 1860-1933",A3339,https://viaf.org/viaf/52513189
"Haraeus, Franciscus, 1555?-1631 or 1632",A3345,https://viaf.org/viaf/4951962
"Labottiere, Claude, 1653?-1713",A3336,https://viaf.org/viaf/207037903
"Aratus, Solensis",A3315,https://viaf.org/viaf/100908520
"Aelian, active 3rd century",A3309,https://viaf.org/viaf/100219416
"Demetrius Pepagomenus, active 1260",A3316,https://viaf.org/viaf/36997694
"Koch, Julius, 1866-",A3328,https://viaf.org/viaf/15111883
"Vessereau, Jules, 1863-",A3317,https://viaf.org/viaf/117727515
"Bartoszewicz, Julian",A3349,https://viaf.org/viaf/71411769
"Rzyszczewski, Leon",A3367,https://viaf.org/viaf/66835332
"Goelzer, Henri, 1853-1929",A3362,https://viaf.org/viaf/39377911
"Flower, Barbara",A3359,https://viaf.org/viaf/64180779
"Hermes, Emil, 1847-1911",A3350,https://viaf.org/viaf/97900093
"Gandoger, Michel, 1850-1926",A3363,https://viaf.org/viaf/80440116
"Schwarz, Ignaz, 1690-1763",A3360,https://viaf.org/viaf/62324281
"Bossozel, Guillaume",A3351,https://viaf.org/viaf/317066590
"Wessely, Carl, 1860-1931",A3348,https://viaf.org/viaf/54188270
"Cavelier, Guillaume, 1658?-1727?",A3361,https://viaf.org/viaf/54205922
"Bähr, Johann Christian Felix, 1798-1872",A3352,https://viaf.org/viaf/15500529
"Franco, Alvaro",A3332,https://viaf.org/viaf/40409554
"Forcellini, Egidio, 1688-1768",A3333,https://viaf.org/viaf/56927540
"Proclus, approximately 410-485",A3329,https://viaf.org/viaf/102369543
"Lacinio, Giano",A3337,https://viaf.org/viaf/98669808
"Wenzel, Gusztáv, 1812-1891",A3334,https://viaf.org/viaf/67645454
"Carusi, Enrico, 1878-1945",A3330,https://viaf.org/viaf/29908510
"La Ville de Mirmont, H. de (Henri), 1858-1924",A3338,https://viaf.org/viaf/64072885
"Maier, Anneliese, 1905-1971",A3335,https://viaf.org/viaf/109222111
"Vattasso, Marco, 1869-1925",A3331,https://viaf.org/viaf/14760240
"John Paul II, Pope, 1920-2005",A3380,https://viaf.org/viaf/35605
"Nisard, D. (Désiré), 1806-1888",A3386,https://viaf.org/viaf/39396309
"Struve, Burkhard Gotthelf, 1671-1738",A3387,https://viaf.org/viaf/41920698
"Cuvier, Georges, baron, 1769-1832",A3385,https://viaf.org/viaf/4981028
"Migne, J.-P. (Jacques-Paul), 1800-1875",A3376,https://viaf.org/viaf/64009375
"Aleaume, Jean, active 15th century-16th century",A3356,https://viaf.org/viaf/69282914
"Díaz Tabernier, Federico, 1906-",A3373,https://viaf.org/viaf/62854503
"Garrod, H. W. (Heathcote William), 1878-1960",A3353,https://viaf.org/viaf/36985281
"Allen, P.S. (Percy Stafford), 1869-1933",A3370,https://viaf.org/viaf/24776636
"Hoffmann, Christian Gottfried, 1692-1735",A3377,https://viaf.org/viaf/56725091
"Fischer, Johann Baptist, -1832",A3357,https://viaf.org/viaf/262708461
"Cybulski, Stephan, 1858-1937",A3374,https://viaf.org/viaf/101694568
"Stenzel, Gustav Adolf Harald, 1792-1854",A3354,https://viaf.org/viaf/64779697
"Vigna, Raimondo Amedeo",A3371,https://viaf.org/viaf/55959561
"Keuchenius, Robertus, 1636-1673",A3369,https://viaf.org/viaf/5852632
"Monginot, Alfred",A3378,https://viaf.org/viaf/54535667
"Postgate, J.P. (John Percival), 1853-1926",A3358,https://viaf.org/viaf/49261366
"Premerstein, Anton von 1869-1935",A3375,https://viaf.org/viaf/47509701
"Karabacek, Josef, 1845-1918",A3355,https://viaf.org/viaf/2700409
"Hernández Morejón, Antonio, 1773-1836",A3372,https://viaf.org/viaf/43206139
"Innocent III, Pope, 1160 or 1161-1216",A3388,https://viaf.org/viaf/16017787
"Alexander, of Aphrodisias",A3394,https://viaf.org/viaf/95239377
"Ravizza, Giovita, 1476-1553",A3404,https://viaf.org/viaf/89414618
"Carrillo y Sotomayor, Luis, 1583?-1610",A3383,https://viaf.org/viaf/56618464
"Mousouros, Markos, approximately 1470-1517",A3401,https://viaf.org/viaf/99864768
"Egnazio, Giovanni Battista, approximately 1478-1553",A3389,https://viaf.org/viaf/100187526
"Atticus, Titus Pomponius",A3381,https://viaf.org/viaf/178490045
"Key, Thomas Hewitt, 1799-1875",A3398,https://viaf.org/viaf/285161039
"Parkoszowic, Jakub, active 1421-1460",A3405,https://viaf.org/viaf/44524583
"Radcliffe, John, keeper of the public library at Manchester",A3392,https://viaf.org/viaf/59455327
"Jones, Thomas, 1810-1875",A3384,https://viaf.org/viaf/23960420
"Buder, Christian Gottlieb, 1693-1763",A3402,https://viaf.org/viaf/17304078
"Ptolemy, active 2nd century",A3379,https://viaf.org/viaf/54152998
"Hardouin, Jean, 1646-1729",A3406,https://viaf.org/viaf/32005691
"Ram, P. F. X. (Pierre François Xavier de), 1804-1865",A3403,https://viaf.org/viaf/73844363
"Major, Carolus, -1766",A3390,https://viaf.org/viaf/52882703
"Walsingham, Thomas, active 1360-1420",A3382,https://viaf.org/viaf/100212607
"Gąsiorowski, Antoni",A3399,https://viaf.org/viaf/24622919
"Zakrzewski, Ignacy, 1823-1889",A3396,https://viaf.org/viaf/3951115
"Manlius, Christoph, 1546-1575",A3368,https://viaf.org/viaf/35272946
"Rossbach, August, 1823-1898",A3422,https://viaf.org/viaf/5687760
"Wendland, Paul, 1864-1915",A3419,https://viaf.org/viaf/2590252
"Antonius, M. (Marcus), 143 B.C.-87 B.C.",A3417,
"Pompeius Rufus, Q. (Quintus), -88 B.C.",A3420,https://viaf.org/viaf/29425402
Saserna,A3400,
"Manuzio, Paolo, 1512-1574",A3427,https://viaf.org/viaf/120694653
"Victorius, Marianus, approximately 1485-1572",A3407,https://viaf.org/viaf/69365847
"Vargas Mejía, Francisco, 1484-1560",A3415,https://viaf.org/viaf/44556136
"Theon, of Alexandria, active 364",A3413,https://viaf.org/viaf/88940669
"Parisetti, Lodovico",A3391,https://viaf.org/viaf/77252299
"Fascitelli, Onorato, 1502-1564",A3411,https://viaf.org/viaf/14939774
"Roth, Albrecht Wilhelm, 1757-1834",A3408,https://viaf.org/viaf/7816756
"Rabirio, Andreas, active 16th century",A3395,https://viaf.org/viaf/46976307
Modestus,A3425,https://viaf.org/viaf/70581748
"Greswell, William Parr, 1765-1854",A3414,https://viaf.org/viaf/5102526
"Meusel, Johann Georg, 1743-1820",A3409,https://viaf.org/viaf/34627757
"Ajasson de Grandsagne, 1802-1845",A3397,https://viaf.org/viaf/35191344
"Atkinson, J. C. (John Christopher), 1814-1900",A3393,https://viaf.org/viaf/60454732
"Dynter, Edmond de, -1449?",A3423,https://viaf.org/viaf/88973268
"Kruse, Fr. (Friedrich), 1790-1866",A3412,https://viaf.org/viaf/3225974
"Schmitt, Johann Christoph",A3440,https://viaf.org/viaf/169719619
"Schöll, Fritz, 1850-1919",A3416,https://viaf.org/viaf/20053312
"Stegmann, Carl",A3436,http://viaf.org/viaf/57768216
"Vollmer, Friedrich, 1867-1923",A3441,https://viaf.org/viaf/24820249
"Zachariä von Lingenthal, Karl Eduard, 1812-1894",A3438,https://viaf.org/viaf/27109841
Albinus,A3447,
"Favorinus, active 104 B.C.?",A3445,https://viaf.org/viaf/56501680
"Africanus, Sextus Julius",A3442,https://viaf.org/viaf/160788177
Titius grammaticus,A3410,
"Gazēs, Theodōros, approximately 1400-approximately 1475",A3424,https://viaf.org/viaf/100189101
"Asulanus, Franciscus, -1546",A3433,https://viaf.org/viaf/173179992
"Fortunatus, Matthaeus",A3430,https://viaf.org/viaf/71544405
"Fontana, Agostino",A3434,https://viaf.org/viaf/88863720
"Lemaire, N. E. (Nicolas Eloi), 1767-1832",A3426,https://viaf.org/viaf/12423680
"Wauquelin, Jean, -1452",A3432,https://viaf.org/viaf/79114061
"Piekosiński, Franciszek, 1844-1906",A3429,https://viaf.org/viaf/26083138
"Meiser, Karl, 1843-1912",A3421,https://viaf.org/viaf/42600176
"Müller, H. J.",A3439,http://viaf.org/viaf/88367122
"Müller, Moritz, 1854-",A3418,https://viaf.org/viaf/117151321
"Plasberg, Otto, 1869-1924",A3437,https://viaf.org/viaf/17313719
"Mendelssohn, Ludwig, 1852-1896",A3461,https://viaf.org/viaf/9955265
"Musonius Rufus, C. (Caius), approximately 30-",A3458,https://viaf.org/viaf/76320611
"Peiper, Rudolf, 1834-1898",A3446,https://viaf.org/viaf/148145858027623022180
Querolus,A3455,https://viaf.org/viaf/131148995746359750549
"Riese, Alexander, 1840-1922",A3465,https://viaf.org/viaf/27179450
"Roemer, Adolph",A3443,https://viaf.org/viaf/100207760
"Rose, Valentin, 1829-1916",A3452,https://viaf.org/viaf/64095849
"Roth, Karl Ludwig, 1790-1868",A3462,https://viaf.org/viaf/37672371
"Schneidewin, Friedrich Wilhelm, 1810-1856",A3449,https://viaf.org/viaf/37677603
"Schöne, Richard, 1840-1922",A3456,https://viaf.org/viaf/74664755
"Schroeder, Otto, 1851-1937",A3466,https://viaf.org/viaf/62316992
"Susemihl, Franz, 1826-1901",A3444,https://viaf.org/viaf/27847187
"Süss, Wilhelm, 1882-1969",A3453,https://viaf.org/viaf/50001336
"Weissenborn, Wilhelm, 1803-1878",A3450,https://viaf.org/viaf/51764444
"Wessner, Paul, 1870-1933",A3459,https://viaf.org/viaf/45077210
Gaius,A3454,https://viaf.org/viaf/316397804
"Naevius, iunior",A3451,
"Gabuccini, Girolamo, active 16th century",A3435,https://viaf.org/viaf/56717126
"Lewis, Charlton T. (Charlton Thomas), 1834-1904",A3428,https://viaf.org/viaf/2845558
"Haller, Albrecht von 1708-1777",A3431,https://viaf.org/viaf/49234879
"Vahlen, Johannes, 1830-1911",A3463,https://viaf.org/viaf/34531046
"Vliet, Joannes van der, 1847-1902",A3473,https://viaf.org/viaf/52422543
"Herennius Balbus, L., active 56 B.C.-45 B.C.",A3457,https://viaf.org/viaf/73745205
Marcus Porcius Cato M.f.M.n.,A3475,
"Quinctius, L., approximately 124 B.C.-approximately 51 B.C.",A3464,https://viaf.org/viaf/7282011
Titius,A3474,https://viaf.org/viaf/12198519
"Pompeius Rufus, Q., active 63 B.C.-51 B.C.",A3460,https://viaf.org/viaf/4821001
"Honorius, Julius",A3479,https://viaf.org/viaf/69331086
"Thessalus, of Tralles",A3482,https://viaf.org/viaf/10236766
"Heiberg, J. L. (Johan Ludvig), 1854-1928",A3480,https://viaf.org/viaf/36965878
"Hermann, Karl Friedrich, 1804-1855",A3488,https://viaf.org/viaf/77075352
"Hertz, Martin",A3478,https://viaf.org/viaf/88066715
"Jan, Ludwig von 1807-1869",A3483,https://viaf.org/viaf/20447863
"Heidenhain, Friedrich Jakob, 1845-1912",A3484,https://viaf.org/viaf/52445937
Plinius Valerianus ca. 6./7. Jh,A3491,http://viaf.org/viaf/44692077
Scriptores historiae Augustae,A3481,http://viaf.org/viaf/859146997187618890664
"Lommatzsch, Ernst, 1871-1949",A3476,https://viaf.org/viaf/61638766
"Miodoński, Adam Stefan, 1861-1913",A3469,https://viaf.org/viaf/165065135
"Müller, Lucian, 1836-1898",A3448,https://viaf.org/viaf/54929846
"Reifferscheid, August, 1835-1887",A3485,https://viaf.org/viaf/66457783
"Friedersdorff, F. (Franz), 1846-1911?",A3520,https://viaf.org/viaf/17142096
Hippocrates Latinus,A3489,https://viaf.org/viaf/287984736
"Romanus, C. Julius",A3498,https://viaf.org/viaf/269968596
"Mamertinus Claudius, active 4th century",A3505,https://viaf.org/viaf/236624138
Vindicianus,A3477,https://viaf.org/viaf/4636750
Oribasius,A3502,https://viaf.org/viaf/7440344
Pelagonius,A3511,https://viaf.org/viaf/286870507
"Friedlein, Gottfried, 1828-1875",A3500,https://viaf.org/viaf/59156314
"Goetz, Georg, 1849-1932",A3490,https://viaf.org/viaf/49984473
"Hense, Otto, 1845-1931",A3506,https://viaf.org/viaf/110935337
"Hosius, Carl, 1866-1937",A3503,https://viaf.org/viaf/61676510
"Hug, Arnold, 1832-1895",A3512,https://viaf.org/viaf/54916129
"Kempf, Carolus, 1819-1894",A3504,https://viaf.org/viaf/118357478
"Kiessling, Adolf, 1837-1892",A3513,https://viaf.org/viaf/146145857856623020099
"Kukula, R. C. (Richard Cornelius), 1862-1919",A3495,https://viaf.org/viaf/10607862
Pseudo-Boethius,A3515,http://viaf.org/viaf/21717206
Julius Severus,A3507,http://viaf.org/viaf/300105676
"Langkavel, Bernhard August, 1825-1902",A3514,https://viaf.org/viaf/88942163
"Mantino, Jacob, -1549?",A3501,https://viaf.org/viaf/66824097
"Marold, Karl",A3510,https://viaf.org/viaf/100902836
"Gracchanus, M. Junius Congus (Marcus Junius Congus), active 2nd century B.C.-1st century B.C.",A3533,https://viaf.org/viaf/14663071
"Cato, Marcus Porcius, 95 B.C.-46 B.C.",A3524,https://viaf.org/viaf/89426632
"Domitius Ahenobarbus, Cn., active 104 B.C.-89 B.C.",A3539,https://viaf.org/viaf/71281496
