"author","title","tokenized_title","matched_title_deterministic","matched_title_fuzzy","fuzzy_title_score"
"Cicero, Marcus Tullius.","M. Tullii Ciceronis De natura deorum libri tres, with introduction and commentary, by Joseph B. Mayor, M.A.  Together with a new collation of several of the English mss. by J. H. Swainson.","['tullium', 'cicero', 'natura', 'deus', 'tres', 'with', 'introduction', 'andus', '', 'by', 'joseph', 'mayor', '', 'with', 'new', 'collation', 'of', 'seueral', 'of', 'thas', '', '', 'by', 'sawainson']","Unknown","de natura deorum","0.896551724137931"
"Lucretius Carus, Titus.","T. Lucretii Cari, De rerum natura libri sex, cum notis integris Dionysii Lambini, Oberti Gifanii, Tanaquilli Fabri, Thomæ Creech, et selectis Jo. Baptistæ Pii, aliorumque, curante Sigeberto Havercampo, qui & suas & Abrahami Preigeri adnotationes adjecit. Accedunt interpretatio Thomæ Creech, variae  lectiones ex notulis Is. Vossii, atque ex plus quam viginti quinque codd. tam impress. quam mss. ut & complures iique locupletissimi indices. Cum figuris artificiosissimis atque venustissimis.","['lucretium', 'co', 'res', 'natura', 'sex', 'nosco', 'integer', 'dionysius', '', 'obertus', 'gifanius', 'tanaquillus', 'faber', 'thomæs', 'creech', 'seligo', 'jo', '', 'pius', 'alius', 'curo', 'sigebertus', 'havercampus', '', 'preigeo', 'adnotatio', 'adiicio', 'accedo', 'interpretatio', 'thomæs', '', 'uarius', 'lectio', 'notulum', 'uossius', 'plus', 'uiginti', 'quinque', 'codden', '', 'mssetera', 'ut', 'complures', 'ii', 'que', 'locupletissimus', 'index', 'figura', 'artificiosissimus', 'uenustissimus']","Unknown","de rerum natura","0.8888888888888888"
"Livy.","Titi Livii Ab urbe condita libri XXI, XXII. Texte latin publié avec une notice sur la vie et les ouvrage de Tite-Live, des notes critiques et explicatives, des remarques sur la lanque, un index des noms propres historiques et géographiques et des antiquités ... par O. Riemann ... et E. Benoist ...","['titus', 'liuii', 'urbs', 'condo', 'xxi', 'xxii', 'texo', 'latin', '', 'unus', 'notice', 'sur', 'lat', 'uieo', 'les', 'ouvrago', 'titis', 'liueo', 'do', 'noto', '', '', 'do', '', 'sur', 'lat', '', 'un', 'index', 'do', 'noms', 'propris', 'historiques', 'do', 'par', '', 'benoist']","Unknown","ab urbe condita","0.8888888888888888"
"Horace.","Gli epodi d'Orazio con introd. e note di Ermengildo Pistelli.","['glum', 'epodus', 'con', '', 'nosco', 'deus', 'ermengildus', 'pistellus']","Unknown","epodi","1.0"
"Horace.","...Gli epodi e il carme secolare per opera de C. Chierichetti e R. Gatti; testo latino, traduzione poetica- traduzione letterale metrica-note.","['glus', 'epodus', 'il', 'carma', 'secolo', 'opus', 'chierichettis', 'gattus', 'testum', 'latinus', 'traduzio', 'traduzio', 'letteralis', 'metricus', 'nosco']","Unknown","epodi","1.0"
"Livy.","Titi Livi Ab urbe condita libri XXI, XXII, XXIII, XXIV, XXX. Ed. Antonius Zingerle. Fur den schulgebrauch bearb. von dr. P. Albrecht 2.aufl.","['titus', 'liuus', 'urbs', 'condo', 'xxi', 'xxii', 'xxiii', 'xxiv', 'xxx', '', 'antonius', 'zingerles', 'fur', 'den', 'schulgebrauch', 'bearb', 'uon', 'dr', 'albrechtus']","Unknown","ab urbe condita","0.8888888888888888"
"Livy.","Titi Livii Ab urbe condita libri XXI et XXII / mit anmerkungen von Ernst Wilhelm Fabri ; neu bearb. von Heinrich Wilhelm Heerwagen.","['titus', 'liuii', 'urbs', 'condo', 'xxi', 'xxii', 'mo', 'anmerkunge', 'uon', '', '', 'faber', 'neu', 'bearb', 'uon', 'heinrich', '', 'heerwage']","Unknown","ab urbe condita","0.8888888888888888"
"Livy.","Titi Livii historiarum ab urbe condita liber XXIII et XXIV / recognovit et commentariis scholarum in usum instruxit Ernestus Guilielmus Fabri.","['titus', 'livii', 'historia', 'urbs', 'condo', 'xxiii', 'xxiv', 'recognosco', 'commentarius', 'schola', 'usus', 'instruo', 'ernestus', '', 'faber']","Unknown","ab urbe condita","1.0"
"Cicero, Marcus Tullius.","M. Tulli Ciceronis De natura deorum : libri tres. Cum notis integris Paul Manucii, Pet. Victorii, Jo. Camerarii, Dion. Lambini, Fulv. Ursini, Joan. Walkeri / Recensuit, suisque animadversionibus illustravit ac emaculavit Joannes Davisius.","['tullus', 'cicero', 'natura', 'deus', 'tres', 'nosco', 'integer', 'paul', 'manucium', 'po', 'uictorius', 'jo', 'camerarius', 'dion', '', 'fulv', 'ursinus', 'joun', 'walker', 'recenseo', 'que', 'animaduersio', 'illustro', 'emaculo', 'joannes', 'davisius']","Unknown","de natura deorum","0.896551724137931"
"Lucretius Carus, Titus","Titi Lucretii Cari De rerum natura libri sex. / Quibus additae sunt conjecturae & emendationes Tan. Fabri cum notulis perpetuis. Et praeterea Oberti Gifanii vita Lucretii & de gente Memmia ejusdem prolegomena. Item D. Lambini index perquam necessarius","['titus', 'lucretium', 'carus', 'res', 'natura', 'addo', 'conjectura', 'emendatio', 'tan', 'faber', 'notulum', 'perpetuus', 'praeterea', 'obertus', 'gifanius', 'uita', 'lucretium', 'gens', 'memmia', 'jdem', 'prolegomena', 'item', 'lambinum', 'index', 'perquam', 'necessarius']","Unknown","de rerum natura","1.0"
"Cicero, Marcus Tullius.","M. Tullii Ciceronis De natura deorum libri tres, with the commentary of G. F. Schoemann, translated and edited by Austin Stickney.","['tullium', 'cicero', 'natura', 'deus', 'tres', 'with', 'tha', '', 'of', '', '', 'ando', 'editet', 'by', '', '']","Unknown","de natura deorum","0.896551724137931"
"Sannazaro, Jacopo, 1458-1530.","Actii Sinceri Sannazarii Neopolitani De partu virginis libri iii. ; with an introduction, brief account of the poet, and occasional English notes by a Catholic priest.","['actium', 'sincerus', 'sannazarius', 'neopolitanus', 'partus', 'uirgo', 'iii', 'with', 'introduction', 'brief', 'accoo', 'of', 'the', 'poo', '', 'occasional', '', 'noto', 'by', '', 'prisum']","Unknown","de partu virginis","0.903225806451613"
"Vitruvius Pollio.","Marci Vitruvii Pollionis De architectura libri decem. Ex fide librorum scriptorum recensuit, emendavit, suisque et virorum doctorum annotationibus illustravit Io. Gottlob Schneider, Saxo.","['marcus', '', 'pollio', 'architectura', 'decem', 'fides', 'scriptor', 'recenseo', 'emendo', 'que', 'uir', 'doceo', 'annotatio', 'illustro', 'ios', '', 'schneider', 'saxum']","Unknown","de architectura","0.8888888888888888"
"Livio, Tito, ca. 60-17 a. C.","T. Livii ... Historiarum Ab urbe condita libri, qui supersunt, omnes / cum notis integris Laur. Vallae ... [et al.] ; curante Arn. Drakenborch ...; accedunt Supplementa ... a Joh. Freinshemio concinnata ; Tomus primus","['liuii', 'historia', 'urbs', 'condo', 'supersum', 'omnis', 'nosco', 'integer', 'laurio', 'ualla', 'alc', 'curo', 'arn', 'drakenborchs', 'accedo', 'supplementum', 'joh', 'freinshemium', 'concinno', 'tomus', 'primus']","Unknown","ab urbe condita","0.8888888888888888"
"Livio, Tito, ca. 60-17 a. C.","T. Livii ... Historiarum Ab urbe condita libri, qui supersunt, omnes / cum notis integris Laur. Vallae ... [et al.] ; curante Arn. Drakenborch ...; accedunt Supplementa ... a Joh. Freinshemio concinnata ; Tomus secundus.","['liuii', 'historia', 'urbs', 'condo', 'supersum', 'omnis', 'nosco', 'integer', 'laurio', 'ualla', 'alc', 'curo', 'arn', 'drakenborchs', 'accedo', 'supplementum', 'joh', 'freinshemium', 'concinno', 'tomus', 'secundus']","Unknown","ab urbe condita","0.8888888888888888"
"Livio, Tito, ca. 60-17 a. C.","T. Livii ... Historiarum Ab urbe condita libri, qui supersunt, omnes / cum notis integris Laur. Vallae ... [et al.] ; curante Arn. Drakenborch ...; accedunt Supplementa ... a Joh. Freinshemio concinnata ; Tomus tertius.","['liuii', 'historia', 'urbs', 'condo', 'supersum', 'omnis', 'nosco', 'integer', 'laurio', 'ualla', 'alc', 'curo', 'arn', 'drakenborchs', 'accedo', 'supplementum', 'joh', 'freinshemium', 'concinno', 'tomus', 'tertius']","Unknown","ab urbe condita","0.8888888888888888"
"Livio, Tito, ca. 60-17 a. C.","T. Livii ... Historiarum Ab urbe condita libri, qui supersunt, omnes / cum notis integris Laur. Vallae ... [et al.] ; curante Arn. Drakenborch ...; accedunt Supplementa ... a Joh. Freinshemio concinnata ; Tomus quartus.","['liuii', 'historia', 'urbs', 'condo', 'supersum', 'omnis', 'nosco', 'integer', 'laurio', 'ualla', 'alc', 'curo', 'arn', 'drakenborchs', 'accedo', 'supplementum', 'joh', 'freinshemium', 'concinno', 'tomus', 'quartus']","Unknown","ab urbe condita","0.8888888888888888"
"Livio, Tito, ca. 60-17 a. C.","T. Livii ... Historiarum Ab urbe condita libri, qui supersunt, omnes / cum notis integris Laur. Vallae ... [et al.] ; curante Arn. Drakenborch ...; accedunt Supplementa ... a Joh. Freinshemio concinnata ; Tomus quintus.","['liuii', 'historia', 'urbs', 'condo', 'supersum', 'omnis', 'nosco', 'integer', 'laurio', 'ualla', 'alc', 'curo', 'arn', 'drakenborchs', 'accedo', 'supplementum', 'joh', 'freinshemium', 'concinno', 'tomus', 'quintus']","Unknown","ab urbe condita","0.8888888888888888"
"Livio, Tito, ca. 60-17 a. C.","T. Livii ... Historiarum Ab urbe condita libri, qui supersunt, omnes / cum notis integris Laur. Vallae ... [et al.] ; curante Arn. Drakenborch ...; accedunt Supplementa ... a Joh. Freinshemio concinnata ; Tomus sextus.","['liuii', 'historia', 'urbs', 'condo', 'supersum', 'omnis', 'nosco', 'integer', 'laurio', 'ualla', 'alc', 'curo', 'arn', 'drakenborchs', 'accedo', 'supplementum', 'joh', 'freinshemium', 'concinno', 'tomus', 'sextus']","Unknown","ab urbe condita","0.8888888888888888"
"Livio, Tito, ca. 60-17 a. C.","T. Livii ... Historiarum Ab urbe condita libri, qui supersunt, omnes / cum notis integris Laur. Vallae ... [et al.] ; curante Arn. Drakenborch ...; accedunt Supplementa ... a Joh. Freinshemio concinnata ; Tomus septimus.","['liuii', 'historia', 'urbs', 'condo', 'supersum', 'omnis', 'nosco', 'integer', 'laurio', 'ualla', 'alc', 'curo', 'arn', 'drakenborchs', 'accedo', 'supplementum', 'joh', 'freinshemium', 'concinno', 'tomus', 'septimus']","Unknown","ab urbe condita","0.8888888888888888"
"Gregorio I, Papa, Santo, 540-604.","Diui Gregorii Papae huius nominis primi cognomento magni : liber sacramentorum nunc demum correctior at locupletior editus : ex Missali ms. Sancti Eligii / opera et studio Fr. Hugonis Menardi, monachi Congregationis S. Benedichi ...","['diuus', 'gregorius', 'papa', 'nomen', 'primus', 'cognomentum', 'magnus', 'sacramentum', 'nunc', 'demos', 'correctus', 'locupletus', 'edo', 'missale', 'ms', 'sanctus', 'eligius', 'opus', 'studium', 'fr', 'hucgon', 'menardus', 'monach', 'congregatio', 'benedichus']","Unknown","liber sacramentorum","1.0"
"Livio, Tito, ca. 60-17 a. C.","T. Livii Patavini Historiarum ab urbe condita libri, qui supersunt, omnes curante Ioanne Petro Millero : Tomus secundus.","['liuii', '', 'historia', 'urbs', 'condo', 'supersum', 'omnis', 'curo', 'ioannes', 'petrus', 'millerus', 'tomus', 'secundus']","Unknown","ab urbe condita","1.0"
"Celso, Aulo Cornelio.","Aurelii Cor. Celsi De re medica libri octo : item Q. Sereni liber de medicina ; Q. Rhemnii Fannij Palaemonis De Ponderibus & Mensuris Liber ; Omnia ex diuersorum codicum diligentissima collatione castigata.","['aurelius', 'cor', 'celsus', 'res', 'medica', 'octo', 'item', 'serenus', 'medicina', 'rhemnius', 'fannij', 'palaemo', 'pondus', 'mensura', 'omnis', 'diuersus', 'codex', 'diligentissimus', 'collatio', 'castigo']","Unknown","de medicina","1.0"
"Lucrecio Caro, Tito.","Titi Lucretii Cari De rerum natura libri sex : cum selectis optimorum interpretum adnotationibus / quibus suas adjecit P. Aug. Lemaire.","['titus', 'lucretium', 'carus', 'res', 'natura', 'sex', 'seligo', 'optimus', 'interpres', 'adnotatio', 'adiicio', 'lemaio']","Unknown","de rerum natura","0.8888888888888888"
"Lucrecio Caro, Tito.","T. Lucretii Cari, De rerum natura libri sex / cum notis integris Dionysii Lambini, Oberti Gifanii, Tanaquilli Fabri, Thomae Creechi, et selectis Jo. Baptistae Pii, aliorumque, curante Sigeberto Havercampo, qui & suas & Abrahami Preigeri adnotationes adiecit. Accedunt interpretatio Thomæ Creech, variæ lectiones ex notulis Is. Vossii, atque ex plus quam viginti quinque codd. tam impress. quam mss. ut & complures iique locupletissimi indices. Cum figuris artificiosissimis atque venustissimis.","['lucretium', 'co', 'res', 'natura', 'sex', 'nosco', 'integer', 'dionysius', '', 'obertus', 'gifanius', 'tanaquillus', 'faber', 'thoma', 'creechus', 'seligo', 'jo', 'baptista', 'pius', 'alius', 'curo', 'sigebertus', 'havercampus', '', 'preigeo', 'adnotatio', 'adicio', 'accedo', 'interpretatio', 'thomæs', '', '', 'lectio', 'notulum', 'uossius', 'plus', 'uiginti', 'quinque', 'codden', '', 'mssetera', 'ut', 'complures', 'ii', 'que', 'locupletissimus', 'index', 'figura', 'artificiosissimus', 'uenustissimus']","Unknown","de rerum natura","0.8888888888888888"
"Lucrecio Caro, Tito.","Titi Lucretii Cari De rerum natura libri VI : Ad optimorum librorum fidem accurate editi / Accedit varietas lectionis et index Latinitatis.","['titus', 'lucretium', 'carus', 'res', 'natura', 'uis', 'optimus', 'fides', 'accurate', 'edo', 'accedo', 'uarietas', 'lectio', 'index', 'latinitas']","Unknown","de rerum natura","0.8888888888888888"
"Lucrecio Caro, Tito.","Titi Lucretii Cari De rerum natura libri sex : ad optimas editiones collati ; accedit varietas lectionis ; cum indice rarioris et obsoletae, latinitatis Studiis Societatis Bipontinae.","['titus', 'lucretium', 'carus', 'res', 'natura', 'sex', 'optimas', 'editio', 'collo', 'accedo', 'uarietas', 'lectio', 'indices', 'rarior', 'obsoletus', 'latinitas', 'studium', 'societas', 'bipontinus']","Unknown","de rerum natura","0.8888888888888888"
"Festus, Sextus Pompeius, 2nd cent.","M. Verrii Flacci quae extant et Sexti Pompeii Festi De verborum significatione libri XX / ex editione Andreae Dacerii ; cum notis et interpretatione in usum Delphini, variis lectionibus, notis variorum, recensu editionum et codicum, et indicibus locupletissimis, accurate recensiti.","['uerrius', 'flaccus', 'exto', 'sextus', 'pompeius', 'festum', 'uerbum', 'significatio', 'xx', 'editio', 'andrea', 'dacerius', 'nosco', 'interpretatio', 'usus', 'delphinum', 'uarius', 'lectio', 'nosco', 'uarius', 'recenseo', 'editio', 'codex', 'index', 'locupletissimus', 'accurate', 'recenno']","Unknown","de verborum significatione","0.9387755102040816"
"Horace.","Q. Horatii Flacci De arte poetica liber, vulgo Epistola ad Pisones. Mit ausführlicher Wort- und Sacherklärung, nebst angehängtem Commentar des Porphyrio, herausgegeben von E. Th. Hohler.","['horatium', 'flaccus', 'ars', 'poeticus', 'uulgus', 'epistola', 'piso', 'mo', 'und', 'nebst', 'commentars', 'do', 'porphyrium', 'herausgegiben', 'uon', 'th', 'ohler']","Unknown","de arte poetica","0.8888888888888888"
"Livy.","Titi Livii Ab urbe condita libri XXI, XXII : Texte latin publié avec une notice sur la vie et les ouvrages de Tite-Live / des notes critiques et explicatives des remarques sur la langue; un index des noms propres historiques et geographiques et des antiquites trois cartes et des illustrations d'apres les monumenents; par O. Riemann et E. Benoist.","['titus', 'liuii', 'urbs', 'condo', 'xxi', 'xxii', 'texo', 'latin', '', 'unus', 'notice', 'sur', 'lat', 'uieo', 'lis', 'ouvrax', 'titis', 'liueo', 'do', 'noto', '', 'explicativess', 'do', '', 'sur', 'lam', 'langueo', 'un', 'index', 'do', 'noms', 'propris', 'historiques', '', 'do', 'antiques', 'trous', 'cars', 'do', 'hillustrations', 'lo', '', 'par', '', 'beonoist']","Unknown","ab urbe condita","0.8888888888888888"
"Vitruvius Pollio.","De architectura : libri decem / ad antiquissimos codices nunc primum ediderunt Valentinus Rose et Herman[n] Müller-Strübing.","['architectura', 'decem', 'antiquissimus', 'codex', 'nunc', 'primum', 'edo', 'ualentinus', 'rodo']","Unknown","de architectura","0.8888888888888888"
"Livy.","Titi Livi Ab urbe condita libri. Pars 1, libri 1-10 / ed. primam curavit Guilelmus Weissenborn; ed. altera quam curavit Mauritius Mueller.","['titus', 'liuus', 'urbs', 'condo', 'pars', 'ed', 'primus', 'curo', 'guilelmus', '', 'ed', 'alter', 'curo', 'mauritius', 'mueller']","Unknown","ab urbe condita","0.8888888888888888"
"Livy.","T. Livii Patavini Historiarum ab urbe condita libri qui supersunt omnes, cum notis integris Laur. Vallae, M. Ant. Sabellici, Beati Rhenani, at aliorium; curante Arn. Drakenborch, qui et suas adnotationes a Jo. Freinsheimio concinnata.","['liuii', '', 'historia', 'urbs', 'condo', 'supersum', 'omnis', 'nosco', 'integer', 'laurio', 'ualla', 'sabellicus', 'beatus', 'rhenanus', 'aliorius', 'curo', 'arn', 'drakenborchs', 'adnotatio', '', 'freinsheimium', 'concinno']","Unknown","ab urbe condita","1.0"
"Cicero, Marcus Tullius.","De natura deorum libri tres / M. Tullii Ciceronis ; with the commentary of G. F. Schoemann translated and edited by Austin Stickney.","['natura', 'deus', 'tres', 'tullium', 'cicero', 'with', 'tha', '', 'of', '', '', 'ando', '', 'by', '', '']","Unknown","de natura deorum","0.896551724137931"
"Livy.","T. Livii Patavini Historiarum ab urbe condita libri I. II. = Livy's History of Rome (Part I.) Books I. II. / with notes by Henry Young.","['liuii', '', 'historia', 'urbs', 'condo', '', 'history', 'of', 'roma', '', '', '', 'noto', 'by', '', '']","Unknown","ab urbe condita","1.0"
"Livy.","T. Livii Patavini Historiarum ab urbe condita libri qui supersunt omnes : ex recensione Arn. Drakenborchii / praeter varietatem lectionum Gronovianae, Crevierianae, Kreyssigianae, et Bekkerianae, accedunt notae integrae ex editionibus J.B.L. Crevierii ; cum indice rerum locupletissimo.","['liuii', '', 'historia', 'urbs', 'condo', 'supersum', 'omnis', 'recensio', 'arnitulum', '', 'praeter', 'uarietas', 'lectio', 'gronovianus', 'crevierianus', 'kreyssigianus', 'bekkerianus', 'accedo', 'notus', 'integer', 'editio', '', 'indices', 'res', 'locupletissimus']","Unknown","ab urbe condita","1.0"
"Livy.","Titi Livii Ab urbe condita libri XXVI-XXX : texte latin publié avec une notice sur la vie et les ouvrages de Tite-Live, des notes critiques et explicatives, des remarques sur la langue, un index, des noms propres historiques et géographiques, un commentaire historique, des cartes et des plans / par O. Riemann et T. Homolle.","['titus', 'liuii', 'urbs', 'condo', 'xxui', 'xxx', 'texo', 'latin', '', 'unus', 'notice', 'sur', 'lat', 'uieo', 'lis', 'ouvrax', 'titis', 'liueo', 'do', 'noto', '', '', 'do', '', 'sur', 'lam', 'langueo', 'un', 'index', 'do', 'noms', 'propris', 'historiques', 'un', 'commentaio', 'histor', 'que', 'do', 'cars', 'do', 'plans', 'par', '', 'homollis']","Unknown","ab urbe condita","0.8888888888888888"
