author,title,matched_title_fuzzy,fuzzy_title_score,correct
"Lucretius Carus, Titus.","T. Lucretii Cari, De rerum natura libri sex, cum notis integris Dionysii Lambini, Oberti Gifanii, Tanaquilli Fabri, Thomæ Creech, et selectis Jo. Baptistæ Pii, aliorumque, curante Sigeberto Havercampo, qui & suas & Abrahami Preigeri adnotationes adjecit. Accedunt interpretatio Thomæ Creech, variae  lectiones ex notulis Is. Vossii, atque ex plus quam viginti quinque codd. tam impress. quam mss. ut & complures iique locupletissimi indices. Cum figuris artificiosissimis atque venustissimis.",de rerum natura,0.888888888888889,yes
Livy.,"Titi Livii Ab urbe condita libri XXI, XXII. Texte latin publié avec une notice sur la vie et les ouvrage de Tite-Live, des notes critiques et explicatives, des remarques sur la lanque, un index des noms propres historiques et géographiques et des antiquités ... par O. Riemann ... et E. Benoist ...",ab urbe condita,0.888888888888889,yes
Livy.,"Titi Livi Ab urbe condita libri XXI, XXII, XXIII, XXIV, XXX. Ed. Antonius Zingerle. Fur den schulgebrauch bearb. von dr. P. Albrecht 2.aufl.",ab urbe condita,0.888888888888889,yes
Livy.,Titi Livii Ab urbe condita libri XXI et XXII / mit anmerkungen von Ernst Wilhelm Fabri ; neu bearb. von Heinrich Wilhelm Heerwagen.,ab urbe condita,0.888888888888889,yes
Vitruvius Pollio.,"Marci Vitruvii Pollionis De architectura libri decem. Ex fide librorum scriptorum recensuit, emendavit, suisque et virorum doctorum annotationibus illustravit Io. Gottlob Schneider, Saxo.",de architectura,0.888888888888889,yes
"Livio, Tito, ca. 60-17 a. C.","T. Livii ... Historiarum Ab urbe condita libri, qui supersunt, omnes / cum notis integris Laur. Vallae ... [et al.] ; curante Arn. Drakenborch ...; accedunt Supplementa ... a Joh. Freinshemio concinnata ; Tomus primus",ab urbe condita,0.888888888888889,yes
"Livio, Tito, ca. 60-17 a. C.","T. Livii ... Historiarum Ab urbe condita libri, qui supersunt, omnes / cum notis integris Laur. Vallae ... [et al.] ; curante Arn. Drakenborch ...; accedunt Supplementa ... a Joh. Freinshemio concinnata ; Tomus secundus.",ab urbe condita,0.888888888888889,yes
"Livio, Tito, ca. 60-17 a. C.","T. Livii ... Historiarum Ab urbe condita libri, qui supersunt, omnes / cum notis integris Laur. Vallae ... [et al.] ; curante Arn. Drakenborch ...; accedunt Supplementa ... a Joh. Freinshemio concinnata ; Tomus tertius.",ab urbe condita,0.888888888888889,yes
"Livio, Tito, ca. 60-17 a. C.","T. Livii ... Historiarum Ab urbe condita libri, qui supersunt, omnes / cum notis integris Laur. Vallae ... [et al.] ; curante Arn. Drakenborch ...; accedunt Supplementa ... a Joh. Freinshemio concinnata ; Tomus quartus.",ab urbe condita,0.888888888888889,yes
"Livio, Tito, ca. 60-17 a. C.","T. Livii ... Historiarum Ab urbe condita libri, qui supersunt, omnes / cum notis integris Laur. Vallae ... [et al.] ; curante Arn. Drakenborch ...; accedunt Supplementa ... a Joh. Freinshemio concinnata ; Tomus quintus.",ab urbe condita,0.888888888888889,yes
"Livio, Tito, ca. 60-17 a. C.","T. Livii ... Historiarum Ab urbe condita libri, qui supersunt, omnes / cum notis integris Laur. Vallae ... [et al.] ; curante Arn. Drakenborch ...; accedunt Supplementa ... a Joh. Freinshemio concinnata ; Tomus sextus.",ab urbe condita,0.888888888888889,yes
"Livio, Tito, ca. 60-17 a. C.","T. Livii ... Historiarum Ab urbe condita libri, qui supersunt, omnes / cum notis integris Laur. Vallae ... [et al.] ; curante Arn. Drakenborch ...; accedunt Supplementa ... a Joh. Freinshemio concinnata ; Tomus septimus.",ab urbe condita,0.888888888888889,yes
"Lucrecio Caro, Tito.",Titi Lucretii Cari De rerum natura libri sex : cum selectis optimorum interpretum adnotationibus / quibus suas adjecit P. Aug. Lemaire.,de rerum natura,0.888888888888889,yes
"Lucrecio Caro, Tito.","T. Lucretii Cari, De rerum natura libri sex / cum notis integris Dionysii Lambini, Oberti Gifanii, Tanaquilli Fabri, Thomae Creechi, et selectis Jo. Baptistae Pii, aliorumque, curante Sigeberto Havercampo, qui & suas & Abrahami Preigeri adnotationes adiecit. Accedunt interpretatio Thomæ Creech, variæ lectiones ex notulis Is. Vossii, atque ex plus quam viginti quinque codd. tam impress. quam mss. ut & complures iique locupletissimi indices. Cum figuris artificiosissimis atque venustissimis.",de rerum natura,0.888888888888889,yes
"Lucrecio Caro, Tito.",Titi Lucretii Cari De rerum natura libri VI : Ad optimorum librorum fidem accurate editi / Accedit varietas lectionis et index Latinitatis.,de rerum natura,0.888888888888889,yes
"Lucrecio Caro, Tito.","Titi Lucretii Cari De rerum natura libri sex : ad optimas editiones collati ; accedit varietas lectionis ; cum indice rarioris et obsoletae, latinitatis Studiis Societatis Bipontinae.",de rerum natura,0.888888888888889,yes
Horace.,"Q. Horatii Flacci De arte poetica liber, vulgo Epistola ad Pisones. Mit ausführlicher Wort- und Sacherklärung, nebst angehängtem Commentar des Porphyrio, herausgegeben von E. Th. Hohler.",de arte poetica,0.888888888888889,yes
Livy.,"Titi Livii Ab urbe condita libri XXI, XXII : Texte latin publié avec une notice sur la vie et les ouvrages de Tite-Live / des notes critiques et explicatives des remarques sur la langue; un index des noms propres historiques et geographiques et des antiquites trois cartes et des illustrations d'apres les monumenents; par O. Riemann et E. Benoist.",ab urbe condita,0.888888888888889,yes
Vitruvius Pollio.,De architectura : libri decem / ad antiquissimos codices nunc primum ediderunt Valentinus Rose et Herman[n] Müller-Strübing.,de architectura,0.888888888888889,yes
Livy.,"Titi Livi Ab urbe condita libri. Pars 1, libri 1-10 / ed. primam curavit Guilelmus Weissenborn; ed. altera quam curavit Mauritius Mueller.",ab urbe condita,0.888888888888889,yes
Livy.,"Titi Livii Ab urbe condita libri XXVI-XXX : texte latin publié avec une notice sur la vie et les ouvrages de Tite-Live, des notes critiques et explicatives, des remarques sur la langue, un index, des noms propres historiques et géographiques, un commentaire historique, des cartes et des plans / par O. Riemann et T. Homolle.",ab urbe condita,0.888888888888889,yes
"Rutilius Namatianus, Claudius, active 5th century.","De reditu suo libri II, accedunt Hadriani, Flori, Apuleii, Anniani, Sereni aliorumque saec. A.V.C.X. poetarum reliquiae; recensuit et praefatus est Lucianus Mueller.",de reditu suo,0.869565217391304,partially
"Rutilius Namatianus, Claudius, active 5th century.","Claudii Rutilii Namatiani De reditu suo libri II. Accedunt Hadriani, Flori, Apuleii, Anniani, Sereni, Aliorumque saec. a. V. c. x poetarum reliquiae. Recensuit et praefatus est Lucianus Mueller.",de reditu suo,0.869565217391304,partially
