Name 1,Candidate Match 1,Match 1 Probability,Candidate Match 2,Match 2 Probability,Candidate Match 3,Match 3 Probability,Candidate Match 4,Match 4 Probability,Candidate Match 5,Match 5 Probability,Candidate Match 6,Match 6 Probability,Candidate Match 7,Match 7 Probability,Candidate Match 8,Match 8 Probability,Candidate Match 9,Match 9 Probability
"Pfanner, Tobias 1641-1716","Pfanner, Tobias, 1641-1716",98.0392156862745
"Piccioli, Antonio","Ricciulli, Antonio",85.71428571428572,"Polo, Antonio",80.0
"Pineda, Juan de (S.I.), 1558-1637","Pineda, Juan de, (S.I.), 1558-1637",98.50746268656717
"Polster, A","Polster, Albert",80.0
"Pontanus, Jacobus (S.I.)","Pontanus, Jacobus (S.I.), 1542-1626",81.35593220338984
"Porcio, Cristoforo, -1442","Porco, Cristoforo",80.95238095238095
"Porta, Giambattista della, 1535?-1615","Porta, Giambattista della, approximately 1535-1615",82.75862068965517
"Porta, Johannes de Annoniaco, 14th cent","Porta, Johannes, de Annoniaco, active 14th century",87.64044943820225
"Porto, Antonio, 1531 ca.-1601","Porto, Antonio, ca. 1531-1601",82.75862068965517
"Portus, Aemilius, 1550-1610","Portus, Aemilius, 1550-1614 or 15",86.66666666666667,"Portus, Aemilius, 1550-1614 or 1615",83.87096774193549
"Possevino, Antonio, (S.I.), 1534-1611","Possevino, Antonio, 1533 or 4-1611",81.69014084507043
"Prenzel, Kurt, 1879-","Prenzel, Kurt, b. 1879",90.47619047619048
"Primerose, James, ca. 1598--1659","Primerose, James, ca. 1598-1659",98.41269841269842
Procopio de Cesarea,Procopio de Cesárea,94.73684210526316
"Pruzsinszky, Janes","Pruzsinszky, Joannes de",87.8048780487805
"Pérez, Antonio, 1540-1611"
"Raevardus, Jacobus, 1534-1568","Revius, Jacobus, 1586-1658",80.0
"Ramon Llull, Beato, 1232?-1315","Ramon Llull, Beato, m. 1315",84.21052631578947
"Rasi, Pietro","Rosati, Pietro",84.61538461538461
"Ravisius Textor, Joannes, ca. 1480-1524","Ravisius Textor, Johannes, 1480?-1524",92.10526315789474
"Raynaud, Théophile (S.I.), 1583-1663","Raynaud, Théophile, (S.I.), 1583-1663",98.63013698630137
"Regell, P","Regell, Paul",85.71428571428572
"Regino, Abbot of Prüm, 840-915","Regino, Abbot of Prüm, 915 d",84.7457627118644
"Regino, of Prüm, approximately 840-915","Regino, of Prüm, approximately 840-915",96.1038961038961
"Reichert, Carl","Richter, Karl",81.4814814814815,"Reichert, Carl, 1858-",80.0,"Reichert, Carl, 1859-",80.0,"Richter, Carolus",80.0
"Remazzi, Filippo Maria","Renazzi, Filippo Mariae",93.33333333333333
"Resende, Andre de, 1498-1573","Resende, André de, 1498-1573",98.24561403508771
"Reuter, August, 1860-","Reuter, August, 1860- ",100.0
"Rhode, C","Rhode, Carl",84.21052631578947
"Ricardus, de Mediavilla, approximately 1249-1308?","Ricardus, de Mediavilla, ca. 1249-1308?",84.0909090909091
"Richardson, Leon Josiah, 1868-","Richardson, Leon Josiah, 1868-1964",93.75
"Riciullo, Antonio"
"Ringelberg, Joachim Sterck van, 1499?-1536?","Ringelbergh, Joachim Sterck, 1499?-1536?",93.97590361445783
"Riolan, Jean, 1538-1605","Riolan, Jean, 1580-1657",91.30434782608697
"Robert, Anne, 1559-1618","Robertus, Annaeus, 1559-1618",90.19607843137256
"Roberto Bellarmino, Santo","Roberto Bellarmino, Santo, 1542-1621",81.9672131147541
"Robles Salcedo, Blas","Robles Salzedo, Blas",95.0
"Rodolfini, Ludovico","Rodolfini, Luigi",80.0
"Rohde, Dietrich","Rohde, Johann Dietrich",81.08108108108108
"Ros, Antonio"
"Rubio, Antonio, 1548-1615","Rubio, Antonio, 1568-1615",96.0
"Ruperto de Deutz, Santo, 1070-1129","Ruperto de Deutz, Santo, 1070?-1129",98.55072463768117
"Salian, Jacques (S.I.), 1558-1640","Sirmond, Jacques (S.I.), 1559-1651",80.59701492537313
"Sanadon, Noël Étienne, 1676-1733","Sanadon, Noël Etienne (S.I.), 1676-1733",82.1917808219178
"Sanchez, Gaspar (S.I.)","Schott, Gaspar (S.I.)",83.72093023255813
"Sander, Wilhelm, 1881-","Vorlaender, Wilhelm, 1841-",83.33333333333334
"Santorelli, Antonio"
"Scaccia, Segismundo","Scaccia,Segismundo",97.2972972972973,"Scaccia, Sigismondo",89.47368421052632,"Scàccia, Sigismondo",84.21052631578947
"Schambogen, Johann Christoph","Wagenseil, Johann Christoph",80.0
"Scheffer, Johannes Gerhard 1621-1679","Scheffer, Johannes, 1621-1679",86.15384615384616
"Schmalzgrueber, Franz (S.I.), 1663-1735","Schmalzgrueber, Franz, (S.I.), 1663-1735",98.73417721518987,"Schmalzgrueber, Franz, 1663-1735",87.32394366197182
"Schmidt, Hermann, 1801-","Schmidt, Hermann, b. 1801",91.66666666666666
"Schmidt, Hermann, fl. 1827-1868"
"Schneider, Friedrich, 1808-","Schürr, Friedrich, 1888-",82.35294117647058
"Schneidewein, Johann, 1519-1568","Schneidewein, Johannes, 1519-1568",96.875
"Schoene, Hermannus, 1870-","Schöne, Hermann, 1870-1941",84.61538461538461,"Schöne, Hermann, 1870-1941",82.35294117647058
"Schottmüller, Alfred","Schottmüller, Alfred, 1834-",85.71428571428572
"Schrader, Johann, 1721 or 1722-1783","Schrader, Johannes, 1722-1783",84.375
"Schramm, Erduin, 1872-","Schramm, Erduinus, 1872-",95.65217391304348
"Schurr, Friedrich, 1865-"
"Sehrwald, Chr. Friedrich","Sehrwald, Christian Friedrich",86.79245283018868
"Selden, John, 1584-1654","Strang, John, 1584-1654",82.6086956521739
"Selvaggio, Giulio Lorenzo , 1728-1772","Selvaggio, Giulio Lorenzo, 1728-1772",95.89041095890411
"Seneca, Lucio Anneo, ca. 4 a.C.-65 d.C","Séneca, Lucio Anneo, ca. 4 a.C-65 d.C",96.0
"Serarius, Nicolaus (S.I.), 1555-1609","Serarius, Nikolaus, 1558-1609",80.0
"Silio Italico, Cayo","Silio Itálico, Cayo",94.73684210526316
"Silvestri, Franceschi de', 1474-1528","Sylverstris, Franciscus de, 1474?-1528",83.78378378378379
"Sirmond, Jacques (S. I.), 1559-1651","Sirmond, Jacques, (S.I.), 1559-1651",85.71428571428572
Sisto da Siena (O.P.),"Sisto da Siena, (O.P.)",97.67441860465115
"Smith, Richard","Suiseth, Richardus",81.25
"Snell, Willebrord, 1591-1626","Snellius, Willebrord, 1580-1626",88.13559322033898
"Solórzano Pereira, Juan de, 1575-1655","Solórzano Pereira, Juan de, 1575-1655",96.0
"Soto, Pedro de (O.P)","Soto, Pedro de (O.P.)",97.5609756097561
"Spiegel, Adriaan van de, 1578-1625","Spiegel, Adriaan van den, 1578-1625",98.55072463768117
"Stephan, Fridericus, 1885-","Stephan, Friedrich, 1885-",90.19607843137256
"Stuck, Johann Wilhelm, 1542-1607","Stucki, Johann Wilhelm, d. 1607",85.71428571428572
"Suárez, Cipriano, (S.I.), 1524-1593","Suárez, Cipriano, 1524-1593",87.09677419354838
"Sánchez, Tomás (S.I.), 1550-1610","Sánchez, Tomás 1550-1610",85.71428571428572,"Sánchez, Tomás, 1550-1610",84.21052631578947
"Ta  cito, Cayo Cornelio","Tacito, Cayo Cornelio",97.67441860465115,"Tácito, Cayo Cornelio",93.02325581395348
"Tacquet, André (S.I.), 1612-1660","Tacquet, André, 1612-1660",84.21052631578947
"Thiersch, Friedrich Wilhelm von, 1784-1860","Tigerström, Friedrich Wilhelm von, 1803-1868",83.72093023255813
"Thoemes, Nicolaus","Thoemes, Nicolaus, 1846-",82.92682926829268
"Thomas, Aquinas, Saint, 1225?-1274","Tomás de Aquino, Santo, 1225?-1274",82.35294117647058,"Tomás de Aquino, Santo, 1225-1274",80.59701492537313
"Tirinus, Jacobus (S.I.), 1580-1636","Tirinus, Jacobus, (S.I.), 1580-1636",98.55072463768117
"Titelmans, François (O.F.M.)","Titelmans, François, (O.F.M.)",98.24561403508771
"Torsellini, Orazio, 1545-1599","Torsellino, Orazio, 1545-1599",96.55172413793103,"Torsellino, Orazio (S.I.), 1545-1599",83.07692307692307
"Trithemius, Johannes"
"Turrettini, François, 1623-1687","Turrettini, François, 1623-1687",95.23809523809523
"Turselin, Orazio (S.I.), 1545-1599"
"Valenti, Ferdinando","Valentibus, Ferdinandus de",80.0
"Valiero, Agostino 1531-1606","Valiero, Agostino, 1531-1606",98.18181818181819,"Valiero, Agostino, cardinal, 1531-1606",83.07692307692307
"Valles, Francisco, 1524-1592","Vallés, Francisco, 1524-1592",96.42857142857143
"Vaucher, Louis","Vaucher, Louis, 1820-",80.0
"Vazquez de Menchaca, Fernando de","Vázquez de Menchaca, Fernando de",96.875,"Vázquez de Menchaca, Fernando",91.80327868852459
"Vecchi, Paolo","Zacchia, Paolo",81.4814814814815
"Velazquez, Juan Antonio (S.I.) , 1585-1669","Velazquez, Juan Antonio (S.I.), 1585-1669",98.79518072289156,"Velázquez, Juan Antonio (S.I.), 1585-1669",96.3855421686747
"Velser, Marcus, 1558-1614","Welser, Marcus, 1558-1614",96.0
"Verheyen, Philip, 1648-1710","Verheyen, Philippe, 1648-1710",96.42857142857143
"Vieri, Francesco de'","Vimercati, Francesco",80.0
"Viger, François, 1590-1647","Viger, François, 1590-1647",94.33962264150944,"Viger, François, d. 1647",84.61538461538461
"Vignolius, Joannes"
"Vitrubio Polion, Marco","Vitrubio Polión, Marco",95.45454545454545
"Vivaldi, Giovanni Lodovico","Vivaldi, Giovanni Ludovico",96.15384615384616
"Voet, Joahnnes, 1647-1713","Voet, Johannes, 1647-1713",96.0
"Wagenseil, Johann Christoph, 1633-1705"
"Weissenbach, Joseph","Weissenbach, Joseph Anton",86.36363636363636
"Wermuth, Carl","Wermuth, Karl",92.3076923076923
"William of Newburgh, (O.S.A.), 1136?-1201?","William, of Newburgh, 1136-1201?",83.78378378378379
"William, of Auvergne, Bishop of Paris, -1249","William, of Auvergne, Bishop of Paris, 1180-1249",95.65217391304348
"Woelffel, Heinrich","Wolffel, Henricus",85.71428571428572,"Wölffel, Henricus",80.0
"Wycliffe, John, -1384","Wycliffe, John, d. 1384",90.9090909090909
"Wāqidī, Muḥammad ibn ʻUmar, 747 or 8-823","Wāqidī, Muḥammad ibn ʻUmar, 747 or 748-823",93.97590361445783
"Yañez Parladorio, Juan","Yáñez Parladorio, Juan",95.45454545454545
"Zacutus Lusitanus, 1575-1642","Zacutus, Lusitanus, 1575-1642",98.24561403508771
"Zallinger Zum Thurm, Jakob Anton von (1735-1813)","Zallinger Zum Thurm, Jakob Anton von,  (1735-1813)",98.96907216494846,"Zallinger zum Thurm, Jakob Anton von, 1735-1813",88.42105263157895
"Zoesius, Hendrik, -1627","Zoesius, Henricus, 1571-1627",82.35294117647058
